Rk,Name,Age,G,GS,MP,FG,FGA,FGPercent,ThreeP,ThreePA,ThreePPercent,TwoP,TwoPA,TwoPPercent,eFGPercent,FT,FTA,FTPercent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G,Season
16,Chuck Nevitt\nevitch01,32,4,0,2.3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0.333,0,0,,0,0.3,0.3,0.3,0,0,0.8,0.5,0.5,1991-1992
1,Michael Jordan,29,78,78,39.3,12.7,25.7,0.495,1,2.9,0.352,11.7,22.7,0.514,0.515,6.1,7.3,0.837,1.7,5,6.7,5.5,2.8,0.8,2.7,2.4,32.6,1992-1993
2,Scottie Pippen\pippesc01,27,81,81,38.6,7.8,16.4,0.473,0.3,1.1,0.237,7.5,15.2,0.491,0.482,2.9,4.3,0.663,2.5,5.2,7.7,6.3,2.1,0.9,3,2.7,18.6,1992-1993
3,Horace Grant\grantho01,27,77,77,35.6,5.5,10.8,0.508,0,0.1,0.2,5.5,10.7,0.51,0.508,2.3,3.6,0.619,4.4,5,9.5,2.6,1.2,1.2,1.4,2.8,13.2,1992-1993
4,B.J. Armstrong\armstbj01,25,82,74,30.4,5,10,0.499,0.8,1.7,0.453,4.2,8.3,0.508,0.537,1.6,1.8,0.861,0.3,1.5,1.8,4,0.8,0.1,1,2.1,12.3,1992-1993
5,Bill Cartwright\cartwbi01,35,63,63,19.9,2.2,5.4,0.411,0,0,,2.2,5.4,0.411,0.411,1.1,1.6,0.735,1.3,2.4,3.7,1.3,0.3,0.2,1,2.4,5.6,1992-1993
6,Scott Williams\willisc01,24,71,5,19.3,2.3,5,0.466,0,0.1,0,2.3,4.9,0.476,0.466,1.3,1.8,0.714,2.4,4,6.4,1,0.8,0.9,1,3.2,5.9,1992-1993
7,John Paxson\paxsojo01,32,59,8,17.5,1.8,3.9,0.451,0.3,0.7,0.463,1.5,3.3,0.448,0.491,0.3,0.3,0.85,0.2,0.7,0.8,2.3,0.6,0,0.5,1.7,4.2,1992-1993
8,Rodney McCray\mccraro01,31,64,5,15.9,1.4,3.2,0.451,0,0.1,0.4,1.4,3.1,0.452,0.456,0.6,0.8,0.692,0.8,1.6,2.5,1.3,0.2,0.2,0.8,1.5,3.5,1992-1993
9,Stacey King\kingst01,26,76,3,13.9,2.1,4.5,0.471,0,0.1,0.333,2.1,4.4,0.473,0.474,1.1,1.6,0.705,1.4,1.3,2.7,0.9,0.3,0.3,0.9,1.7,5.4,1992-1993
10,Will Perdue\perduwi01,27,72,16,13.9,1.9,3.4,0.557,0,0,0,1.9,3.4,0.559,0.557,0.9,1.5,0.604,1.4,2.6,4,1,0.3,0.7,1,1.9,4.7,1992-1993
11,Trent Tucker\tucketr01,33,69,0,13.2,2.1,4.3,0.485,0.8,1.9,0.397,1.3,2.4,0.555,0.573,0.3,0.3,0.818,0.2,0.8,1,1.2,0.3,0.1,0.3,0.9,5.2,1992-1993
12,Darrell Walker\walkeda01,31,28,0,13.1,1.1,2.8,0.403,0,0,,1.1,2.8,0.403,0.403,0.4,0.7,0.5,0.6,0.8,1.4,1.6,0.8,0.1,0.4,1.8,2.6,1992-1993
13,Ed Nealy\nealyed01,32,11,0,7.2,0.9,2.1,0.435,0.1,0.5,0.2,0.8,1.6,0.5,0.457,0.2,0.2,1,0.4,1.1,1.5,0.2,0.3,0.1,0.2,0.5,2.1,1992-1993
14,Corey Williams\willico01,22,35,0,6.9,0.9,2.4,0.365,0,0.1,0.333,0.9,2.3,0.366,0.371,0.5,0.6,0.818,0.5,0.3,0.9,0.7,0.1,0.1,0.3,0.7,2.3,1992-1993
15,Joe Courtney\courtjo01,23,5,0,6.8,0.8,1.8,0.444,0,0,,0.8,1.8,0.444,0.444,0.6,0.8,0.75,0.4,0,0.4,0.2,0.4,0.2,0.6,1.8,2.2,1992-1993
16,Ricky Blanton\blantri01,26,2,0,6.5,1.5,3.5,0.429,0,0,,1.5,3.5,0.429,0.429,0,0,,1,0.5,1.5,0.5,1,0,0.5,0.5,3,1992-1993
17,Jo Jo English\englijo01,22,6,0,5.2,0.5,1.7,0.3,0,0.5,0,0.5,1.2,0.429,0.3,0,0.3,0,0.3,0.7,1,0.2,0.5,0.3,0.7,0.8,1,1992-1993
1,Michael Jordan,31,17,17,39.3,9.8,23.8,0.411,0.9,1.9,0.5,8.8,21.9,0.403,0.431,6.4,8,0.801,1.5,5.4,6.9,5.3,1.8,0.8,2.1,2.8,26.9,1994-1995
2,Scottie Pippen\pippesc01,29,79,79,38.2,8,16.7,0.48,1.4,4,0.345,6.6,12.7,0.523,0.522,4,5.6,0.716,2.2,5.9,8.1,5.2,2.9,1.1,3.4,3,21.4,1994-1995
3,Toni Kukoč\kukocto01,26,81,55,31.9,6,11.9,0.504,0.8,2.4,0.313,5.2,9.5,0.553,0.536,2.9,3.9,0.748,1.9,3.5,5.4,4.6,1.3,0.2,2,2,15.7,1994-1995
4,B.J. Armstrong\armstbj01,27,82,82,31.4,5.1,10.9,0.468,1.3,3.1,0.427,3.8,7.8,0.484,0.528,2.5,2.8,0.884,0.3,2,2.3,3,1,0.1,1.3,1.9,14,1994-1995
5,Steve Kerr\kerrst01,29,82,0,22.4,3.2,6,0.527,1.1,2.1,0.524,2.1,4,0.529,0.617,0.8,1,0.778,0.2,1.2,1.5,1.8,0.5,0,0.6,1.4,8.2,1994-1995
6,Will Perdue\perduwi01,29,78,78,20.4,3.3,5.9,0.553,0,0,0,3.3,5.9,0.555,0.553,1.4,2.5,0.582,2.7,4,6.7,1.2,0.3,0.7,1.5,2.8,8,1994-1995
7,Ron Harper\harpero01,31,77,53,19.9,2.7,6.4,0.426,0.4,1.4,0.282,2.3,4.9,0.467,0.457,1.1,1.7,0.618,0.7,1.7,2.3,2,1.3,0.4,1.3,1.7,6.9,1994-1995
8,Luc Longley\longllu01,26,55,0,18.2,2.5,5.5,0.447,0,0,0,2.5,5.5,0.45,0.447,1.6,1.9,0.822,1.5,3.3,4.8,1.3,0.4,0.8,1.6,3.2,6.5,1994-1995
9,Pete Myers\myerspe01,31,71,14,17.9,1.7,4,0.415,0.1,0.5,0.256,1.5,3.5,0.44,0.432,1,1.6,0.614,0.8,1.2,2,2.1,0.8,0.2,1.2,1.8,4.5,1994-1995
10,Greg Foster\fostegr01,26,17,3,17.6,2.4,5.1,0.477,0,0,,2.4,5.1,0.477,0.477,1.3,1.8,0.71,1.1,2.1,3.2,0.9,0.1,0.5,1,3.2,6.1,1994-1995
11,Jo Jo English\englijo01,24,8,0,15.9,1.9,4.9,0.385,0.4,1.5,0.25,1.5,3.4,0.444,0.423,1.3,1.6,0.769,0.1,0.3,0.4,0.9,0.9,0.1,0.8,2.4,5.4,1994-1995
12,Larry Krystkowiak\krystla01,30,19,14,15.1,1.5,3.8,0.389,0,0,,1.5,3.8,0.389,0.389,1.4,1.6,0.9,1,2.1,3.1,1.4,0.5,0.1,1.3,1.8,4.4,1994-1995
13,Corie Blount\blounco01,26,68,9,13.1,1.5,3.1,0.476,0,0,0,1.5,3.1,0.481,0.476,0.6,1,0.567,1.6,2,3.5,0.9,0.4,0.5,0.9,2.1,3.5,1994-1995
14,Bill Wennington\wennibi01,31,73,1,13.1,2.1,4.3,0.492,0,0.1,0,2.1,4.3,0.498,0.492,0.7,0.9,0.81,0.9,1.7,2.6,0.5,0.3,0.2,0.5,2.7,5,1994-1995
15,Jud Buechler\buechju01,26,57,0,10.6,1.6,3.2,0.492,0.3,0.8,0.313,1.3,2.4,0.556,0.533,0.4,0.7,0.564,0.6,1.1,1.7,0.9,0.4,0.2,0.5,1.1,3.8,1994-1995
16,Dickey Simpkins\simpkdi01,22,59,5,9.9,1.3,3.1,0.424,0,0,,1.3,3.1,0.424,0.424,0.8,1.2,0.694,1,1.5,2.6,0.6,0.2,0.1,0.8,1.2,3.5,1994-1995
1,Michael Jordan,32,82,82,37.7,11.2,22.6,0.495,1.4,3.2,0.427,9.8,19.4,0.506,0.525,6.7,8,0.834,1.8,4.8,6.6,4.3,2.2,0.5,2.4,2.4,30.4,1995-1996
2,Scottie Pippen\pippesc01,30,77,77,36.7,7.3,15.8,0.463,1.9,5.2,0.374,5.4,10.6,0.507,0.525,2.9,4.2,0.679,2,4.5,6.4,5.9,1.7,0.7,2.7,2.6,19.4,1995-1996
3,Dennis Rodman\rodmade01,34,64,57,32.6,2.3,4.8,0.48,0,0.4,0.111,2.2,4.3,0.516,0.485,0.9,1.7,0.528,5.6,9.3,14.9,2.5,0.6,0.4,2.2,3.1,5.5,1995-1996
4,Luc Longley\longllu01,27,62,62,26.5,3.9,8.1,0.482,0,0,,3.9,8.1,0.482,0.482,1.3,1.7,0.777,1.7,3.5,5.1,1.9,0.4,1.4,1.8,3.6,9.1,1995-1996
5,Toni Kukoč\kukocto01,27,81,20,26,4.8,9.7,0.49,1.1,2.7,0.403,3.7,7,0.524,0.546,2.5,3.3,0.772,1.4,2.6,4,3.5,0.8,0.3,1.4,1.9,13.1,1995-1996
6,Ron Harper\harpero01,32,80,80,23.6,2.9,6.3,0.467,0.4,1.3,0.269,2.6,5,0.519,0.495,1.2,1.7,0.705,0.9,1.7,2.7,2.6,1.3,0.4,0.9,1.7,7.4,1995-1996
7,Steve Kerr\kerrst01,30,82,0,23.4,3,5.9,0.506,1.5,2.9,0.515,1.5,3,0.498,0.633,1,1,0.929,0.3,1,1.3,2.3,0.8,0,0.5,1.3,8.4,1995-1996
8,Bill Wennington\wennibi01,32,71,20,15,2.4,4.8,0.493,0,0,1,2.4,4.8,0.491,0.494,0.5,0.6,0.86,0.8,1.6,2.5,0.6,0.3,0.2,0.5,2.4,5.3,1995-1996
9,Dickey Simpkins\simpkdi01,23,60,12,11.4,1.3,2.7,0.481,0,0,1,1.3,2.7,0.478,0.484,1,1.6,0.629,1.1,1.5,2.6,0.6,0.2,0.1,0.9,1.3,3.6,1995-1996
10,John Salley\sallejo01,31,17,0,11.2,0.7,2.1,0.343,0,0,,0.7,2.1,0.343,0.343,0.7,1.2,0.6,1.2,1.4,2.5,0.9,0.5,0.9,0.9,2.2,2.1,1995-1996
11,Jud Buechler\buechju01,27,74,0,10,1.5,3.3,0.463,0.5,1.2,0.444,1,2.1,0.474,0.545,0.2,0.3,0.636,0.6,0.9,1.5,0.8,0.5,0.1,0.5,0.9,3.8,1995-1996
12,Randy Brown\brownra02,27,68,0,9.9,1.1,2.8,0.406,0,0.2,0.091,1.1,2.7,0.425,0.409,0.4,0.7,0.609,0.3,0.7,1,1.1,0.8,0.2,0.5,1.3,2.7,1995-1996
13,James Edwards\edwarja01,40,28,0,9.8,1.5,3.9,0.373,0,0,,1.5,3.9,0.373,0.373,0.6,0.9,0.615,0.5,0.9,1.4,0.4,0,0.3,0.8,2.2,3.5,1995-1996
14,Jason Caffey\caffeja01,22,57,0,9.6,1.2,2.8,0.438,0,0,0,1.2,2.8,0.441,0.438,0.7,1.2,0.588,0.9,1.1,1.9,0.4,0.2,0.1,0.8,1.6,3.2,1995-1996
15,Jack Haley\haleyja01,32,1,0,7,2,6,0.333,0,0,,2,6,0.333,0.333,1,2,0.5,1,1,2,0,0,0,1,2,5,1995-1996
1,Michael Jordan,33,82,82,37.9,11.2,23.1,0.486,1.4,3.6,0.374,9.9,19.5,0.507,0.516,5.9,7,0.833,1.4,4.5,5.9,4.3,1.7,0.5,2,1.9,29.6,1996-1997
2,Scottie Pippen\pippesc01,31,82,82,37.7,7.9,16.7,0.474,1.9,5.2,0.368,6,11.5,0.522,0.531,2.5,3.5,0.701,2,4.5,6.5,5.7,1.9,0.5,2.6,2.6,20.2,1996-1997
3,Dennis Rodman\rodmade01,35,55,54,35.4,2.3,5.2,0.448,0.1,0.3,0.263,2.2,4.9,0.461,0.456,0.9,1.6,0.568,5.8,10.2,16.1,3.1,0.6,0.3,2,3.1,5.7,1996-1997
4,Toni Kukoč\kukocto01,28,57,15,28.2,5,10.6,0.471,0.9,2.6,0.331,4.1,8,0.518,0.512,2.4,3.1,0.77,1.6,2.9,4.6,4.5,1.1,0.5,1.6,1.7,13.2,1996-1997
5,Luc Longley\longllu01,28,59,59,24.9,3.7,8.2,0.456,0,0,0,3.7,8.2,0.458,0.456,1.6,2,0.792,2.1,3.6,5.6,2.4,0.4,1.1,1.9,3.2,9.1,1996-1997
6,Ron Harper\harpero01,33,76,74,22.9,2.3,5.3,0.436,0.9,2.5,0.362,1.4,2.9,0.5,0.52,0.8,1.1,0.707,0.6,1.9,2.5,2.5,1.1,0.5,0.7,1.8,6.3,1996-1997
7,Steve Kerr\kerrst01,31,82,0,22.7,3,5.7,0.533,1.3,2.9,0.464,1.7,2.8,0.604,0.651,0.7,0.8,0.806,0.4,1.2,1.6,2.1,0.8,0,0.5,1.2,8.1,1996-1997
8,Jason Caffey\caffeja01,23,75,19,18.7,2.7,5.1,0.532,0,0,0,2.7,5.1,0.534,0.532,1.9,2.8,0.659,1.8,2.2,4,1.2,0.3,0.1,1.3,2,7.3,1996-1997
9,Bison Dele\delebi01,27,9,0,15.3,2.9,7,0.413,0,0,,2.9,7,0.413,0.413,1.2,1.7,0.733,1.6,2.1,3.7,1.3,0.3,0.6,1.2,2.2,7,1996-1997
10,Randy Brown\brownra02,28,72,3,14.7,1.9,4.6,0.42,0.1,0.3,0.182,1.9,4.3,0.437,0.426,0.8,1.2,0.679,0.5,1.1,1.5,1.8,1.1,0.2,0.8,1.6,4.7,1996-1997
11,Bill Wennington\wennibi01,33,61,19,12.8,1.9,3.9,0.498,0,0,0,1.9,3.9,0.502,0.498,0.7,0.9,0.83,0.8,1.4,2.1,0.7,0.2,0.2,0.5,2.2,4.6,1996-1997
12,Robert Parish\parisro01,43,43,3,9.4,1.6,3.3,0.49,0,0,,1.6,3.3,0.49,0.49,0.5,0.7,0.677,1,1.1,2.1,0.5,0.1,0.4,0.7,0.9,3.7,1996-1997
13,Jud Buechler\buechju01,28,76,0,9.3,0.8,2.1,0.367,0.2,0.7,0.333,0.5,1.4,0.385,0.424,0.1,0.2,0.357,0.6,1.1,1.7,0.8,0.3,0.3,0.4,0.7,1.8,1996-1997
14,Dickey Simpkins\simpkdi01,24,48,0,8.2,0.6,1.9,0.333,0,0.1,0.25,0.6,1.9,0.337,0.339,0.6,0.8,0.7,0.8,1.2,1.9,0.6,0.1,0.1,0.7,0.9,1.9,1996-1997
15,Matt Steigenga\steigma01,26,2,0,6,0.5,2,0.25,0,1,0,0.5,1,0.5,0.25,0.5,1,0.5,0,1.5,1.5,1,0.5,0.5,1,0.5,1.5,1996-1997
1,Michael Jordan,34,82,82,38.8,10.7,23.1,0.465,0.4,1.5,0.238,10.4,21.5,0.482,0.473,6.9,8.8,0.784,1.6,4.2,5.8,3.5,1.7,0.5,2.3,1.8,28.7,1997-1998
2,Scottie Pippen\pippesc01,32,44,44,37.5,7.2,16,0.447,1.4,4.4,0.318,5.8,11.6,0.496,0.491,3.4,4.4,0.777,1.2,4,5.2,5.8,1.8,1,2.5,2.6,19.1,1997-1998
3,Dennis Rodman\rodmade01,36,80,66,35.7,1.9,4.5,0.431,0.1,0.3,0.174,1.9,4.2,0.448,0.436,0.8,1.4,0.55,5.3,9.8,15,2.9,0.6,0.2,1.8,3,4.7,1997-1998
4,Toni Kukoč\kukocto01,29,74,52,30.2,5.2,11.4,0.455,0.9,2.4,0.362,4.3,9,0.48,0.493,2.1,3,0.708,1.6,2.8,4.4,4.2,1,0.5,2.1,2,13.3,1997-1998
5,Luc Longley\longllu01,29,58,58,29.4,4.8,10.5,0.455,0,0,,4.8,10.5,0.455,0.455,1.9,2.6,0.736,1.9,3.9,5.9,2.8,0.6,1.1,2.2,3.6,11.4,1997-1998
6,Ron Harper\harpero01,34,82,82,27.9,3.6,8.1,0.441,0.2,1,0.19,3.4,7.1,0.477,0.453,2,2.6,0.75,1.3,2.2,3.5,2.9,1.3,0.6,1.1,2.2,9.3,1997-1998
7,Steve Kerr\kerrst01,32,50,0,22.4,2.7,6,0.454,1.1,2.6,0.438,1.6,3.4,0.465,0.548,0.9,1,0.918,0.3,1.3,1.5,1.9,0.5,0.1,0.5,1.4,7.5,1997-1998
8,Randy Brown\brownra02,29,71,6,16.2,1.6,4.3,0.384,0,0.1,0,1.6,4.2,0.391,0.384,0.8,1.1,0.718,0.5,0.8,1.3,2.1,1,0.2,0.9,1.7,4.1,1997-1998
9,Jason Caffey\caffeja01,24,51,8,13.9,2,3.9,0.503,0,0,0,2,3.9,0.505,0.503,1.3,2,0.66,1.5,1.9,3.4,0.7,0.3,0.3,0.9,1.8,5.3,1997-1998
10,Scott Burrell\burresc01,27,80,3,13.7,2,4.7,0.424,0.6,1.8,0.354,1.4,2.9,0.468,0.492,0.6,0.8,0.734,1,1.5,2.5,0.8,0.8,0.5,0.6,1.6,5.2,1997-1998
11,Dickey Simpkins\simpkdi01,25,21,0,11.3,1.2,2,0.634,0,0,0,1.2,1.9,0.65,0.634,1.2,2.1,0.591,0.4,1.1,1.5,0.8,0.2,0.1,0.6,1.7,3.7,1997-1998
12,Rusty LaRue\larueru01,24,14,0,10,1.4,3.5,0.408,0.3,1.1,0.25,1.1,2.4,0.485,0.449,0.4,0.6,0.625,0.1,0.5,0.6,0.4,0.2,0.1,0.4,0.9,3.5,1997-1998
13,Bill Wennington\wennibi01,34,48,8,9.7,1.6,3.6,0.436,0,0,,1.6,3.6,0.436,0.436,0.4,0.4,0.81,0.7,1,1.7,0.4,0.1,0.1,0.3,1.6,3.5,1997-1998
14,Joe Kleine\kleinjo01,36,46,1,8.6,0.8,2.3,0.368,0,0,,0.8,2.3,0.368,0.368,0.3,0.4,0.833,0.6,1.1,1.7,0.7,0.1,0.1,0.6,1.4,2,1997-1998
15,Jud Buechler\buechju01,29,74,0,8.2,1.1,2.4,0.483,0.3,0.9,0.385,0.8,1.5,0.541,0.554,0,0.1,0.5,0.3,0.7,1,0.7,0.3,0.2,0.3,0.6,2.7,1997-1998
16,Keith Booth\boothke01,23,6,0,2.8,0.3,1,0.333,0,0.2,0,0.3,0.8,0.4,0.333,1,1,1,0.3,0.3,0.7,0.2,0,0,0.5,0.5,1.7,1997-1998
17,David Vaughn\vaughda02,24,3,0,2,0.3,0.3,1,0,0,,0.3,0.3,1,1,0.7,1.3,0.5,0,0.3,0.3,0,0,0,0,0.3,1.3,1997-1998
1,Richard Hamilton\hamilri01,23,63,57,35,7.5,17.2,0.435,0.3,0.7,0.381,7.2,16.5,0.438,0.443,4.8,5.3,0.89,1.2,2.3,3.4,2.7,0.6,0.2,2.1,2.2,20,2001-2002
2,Michael Jordan,38,60,53,34.9,9.2,22.1,0.416,0.2,0.9,0.189,9,21.2,0.426,0.42,4.4,5.6,0.79,0.8,4.8,5.7,5.2,1.4,0.4,2.7,2,22.9,2001-2002
3,Chris Whitney\whitnch01,30,82,81,26.5,3.3,8,0.418,1.6,3.9,0.406,1.7,4.1,0.429,0.518,1.9,2.1,0.88,0.1,1.7,1.9,3.8,0.9,0.1,1,2.2,10.2,2001-2002
4,Christian Laettner\laettch01,32,57,48,25.3,2.9,6.4,0.464,0,0.2,0.2,2.9,6.2,0.472,0.467,1.2,1.3,0.868,1.3,4,5.3,2.6,1.1,0.4,1.5,2.3,7.1,2001-2002
5,Popeye Jones\jonespo01,31,79,40,24.3,2.8,6.4,0.437,0.1,0.1,0.364,2.8,6.3,0.439,0.441,1.3,1.6,0.815,2.9,4.4,7.3,1.6,0.6,0.2,1.1,2.6,7,2001-2002
6,Hubert Davis\davishu01,31,51,17,24.1,2.9,6.4,0.448,1.1,2.5,0.452,1.7,3.9,0.445,0.535,0.3,0.4,0.762,0.1,1.4,1.5,2.1,0.5,0.1,0.9,1.1,7.2,2001-2002
7,Courtney Alexander\alexaco02,24,56,28,23.7,4,8.5,0.47,0.1,0.3,0.278,3.9,8.1,0.478,0.476,1.8,2.2,0.81,0.8,1.9,2.6,1.5,0.6,0.1,1.1,2,9.8,2001-2002
8,Tyrone Nesby\nesbyty01,26,70,9,21.4,2.6,6,0.435,0.2,0.7,0.277,2.4,5.3,0.455,0.45,0.9,1.3,0.688,1.5,3,4.5,1.3,0.9,0.3,0.7,2.3,6.3,2001-2002
9,Tyronn Lue\luety01,24,71,0,20.5,3.1,7.3,0.427,0.9,2,0.447,2.2,5.3,0.42,0.488,0.7,0.9,0.762,0.2,1.5,1.7,3.5,0.7,0,1.4,1.7,7.8,2001-2002
10,Brendan Haywood\haywobr01,22,62,2,20.4,1.8,3.6,0.493,0,0,,1.8,3.6,0.493,0.493,1.6,2.6,0.606,2.3,2.9,5.2,0.5,0.3,1.5,0.8,2.5,5.1,2001-2002
11,Jahidi White\whiteja01,25,71,69,19,2.1,3.9,0.538,0,0,,2.1,3.9,0.538,0.538,1.2,2.2,0.539,2.2,4,6.3,0.2,0.4,1.1,0.9,2.3,5.4,2001-2002
12,Kwame Brown\brownkw01,19,57,3,14.3,1.6,4.3,0.387,0,0,0,1.6,4.2,0.388,0.387,1.2,1.7,0.707,1.1,2.4,3.5,0.8,0.3,0.5,0.8,1.8,4.5,2001-2002
13,Etan Thomas\thomaet01,23,47,0,13.1,1.7,3.2,0.536,0,0,,1.7,3.2,0.536,0.536,0.9,1.6,0.554,1.2,2.7,3.9,0.1,0.4,0.7,0.6,1.6,4.3,2001-2002
14,Bobby Simmons\simmobo01,21,30,3,11.4,1.4,3.2,0.453,0.1,0.5,0.286,1.3,2.7,0.481,0.474,0.7,1,0.733,0.8,0.9,1.7,0.6,0.4,0.2,0.5,1,3.7,2001-2002
1,Jerry Stackhouse\stackje01,28,70,70,39.2,7,17.2,0.409,1,3.5,0.29,6,13.7,0.439,0.438,6.5,7.4,0.878,0.9,2.8,3.7,4.5,0.9,0.4,2.8,1.9,21.5,2002-2003
2,Michael Jordan,39,82,67,37,8.3,18.6,0.445,0.2,0.7,0.291,8.1,18,0.45,0.45,3.2,4,0.821,0.9,5.2,6.1,3.8,1.5,0.5,2.1,2.1,20,2002-2003
3,Larry Hughes\hughela01,24,67,56,31.9,5.2,11.1,0.467,0.4,1.2,0.367,4.7,9.9,0.479,0.487,2,2.8,0.731,1,3.6,4.6,3.1,1.3,0.4,2,2.2,12.8,2002-2003
4,Christian Laettner\laettch01,33,76,66,29.1,3.4,6.8,0.494,0,0.2,0.125,3.3,6.6,0.506,0.496,1.6,1.9,0.833,1.5,5.1,6.6,3.1,1.1,0.5,1.1,2.7,8.3,2002-2003
5,Tyronn Lue\luety01,25,75,24,26.5,3.3,7.6,0.433,0.8,2.3,0.341,2.5,5.3,0.474,0.485,1.2,1.4,0.875,0.3,1.7,2,3.5,0.6,0,1,2,8.6,2002-2003
6,Brendan Haywood\haywobr01,23,81,69,23.8,2.1,4.2,0.51,0,0,,2.1,4.2,0.51,0.51,1.9,3,0.633,2.4,2.6,5,0.4,0.4,1.5,0.8,2.8,6.2,2002-2003
7,Kwame Brown\brownkw01,20,80,20,22.2,2.8,6.3,0.446,0,0,0,2.8,6.2,0.449,0.446,1.8,2.7,0.668,1.6,3.7,5.3,0.7,0.6,1,1.4,2,7.4,2002-2003
8,Bryon Russell\russebr01,32,70,23,19.8,1.5,4.4,0.353,0.7,2,0.329,0.9,2.4,0.373,0.428,0.8,1,0.768,0.6,2.4,3,1,1,0.1,0.8,1.9,4.5,2002-2003
9,Juan Dixon\dixonju01,24,42,3,15.4,2.5,6.5,0.384,0.6,2,0.298,1.9,4.5,0.422,0.43,0.9,1.1,0.804,0.3,1.4,1.7,1,0.6,0.1,1,1.3,6.4,2002-2003
10,Jared Jeffries\jeffrja01,21,20,1,14.6,1.5,3.2,0.476,0.2,0.3,0.5,1.4,2.9,0.474,0.5,0.8,1.5,0.552,1.3,1.6,2.9,0.8,0.4,0.3,1.1,1.4,4,2002-2003
11,Jahidi White\whiteja01,26,16,8,14.4,1.6,3.3,0.472,0,0,,1.6,3.3,0.472,0.472,1.1,1.6,0.68,2.3,2.3,4.6,0.1,0.1,0.8,0.6,2.1,4.2,2002-2003
12,Etan Thomas\thomaet01,24,38,0,13.5,1.6,3.3,0.492,0,0,,1.6,3.3,0.492,0.492,1.6,2.5,0.638,1.8,2.5,4.3,0.1,0.2,0.6,0.9,1.7,4.8,2002-2003
13,Charles Oakley\oaklech01,39,42,1,12.2,0.5,1.3,0.418,0,0,,0.5,1.3,0.418,0.418,0.7,0.8,0.824,0.9,1.7,2.5,1,0.3,0.1,0.5,2.1,1.8,2002-2003
14,Bobby Simmons\simmobo01,22,36,2,10.5,1.2,3.1,0.393,0,0.1,0,1.2,3,0.411,0.393,0.9,1,0.914,0.9,1.2,2.1,0.6,0.3,0.1,0.2,1.4,3.3,2002-2003
15,Anthony Goldwire\goldwan01,31,5,0,6.8,0.8,1.4,0.571,0.2,0.2,1,0.6,1.2,0.5,0.643,0.8,1,0.8,0,0.6,0.6,0.2,0,0,0.8,0.2,2.6,2002-2003
16,Brian Cardinal\cardibr01,25,5,0,3,0.2,0.8,0.25,0,0.2,0,0.2,0.6,0.333,0.25,0.4,0.4,1,0.6,0.4,1,0.2,0,0,0.2,0,0.8,2002-2003
